time,force,rpm,label
2021-04-12 09:14:00.765000+00:00,778,5001,0
2021-04-12 09:14:02.666000+00:00,783,5028,0
2021-04-12 09:14:04.570000+00:00,778,5018,0
2021-04-12 09:14:06.488000+00:00,787,5020,0
2021-04-12 09:14:08.405000+00:00,795,5021,0
2021-04-12 09:14:10.307000+00:00,783,4977,0
2021-04-12 09:14:12.223000+00:00,787,4995,0
2021-04-12 09:14:14.141000+00:00,791,5025,0
2021-04-12 09:14:16.062000+00:00,795,5002,0
2021-04-12 09:14:17.963000+00:00,774,5048,0
2021-04-12 09:14:19.888000+00:00,787,5035,0
2021-04-12 09:14:21.790000+00:00,787,4962,0
2021-04-12 09:14:23.704000+00:00,800,4969,0
2021-04-12 09:14:25.624000+00:00,795,5036,0
2021-04-12 09:14:27.545000+00:00,800,4971,0
2021-04-12 09:14:29.446000+00:00,787,4960,0
2021-04-12 09:14:31.348000+00:00,787,5015,0
2021-04-12 09:14:33.245000+00:00,791,4996,0
2021-04-12 09:14:35.201000+00:00,791,4973,0
2021-04-12 09:14:37.123000+00:00,795,4973,0
2021-04-12 09:14:39.026000+00:00,787,4972,0
2021-04-12 09:14:40.926000+00:00,791,4971,0
2021-04-12 09:14:42.844000+00:00,787,4978,0
2021-04-12 09:14:44.764000+00:00,795,4991,0
2021-04-12 09:14:46.687000+00:00,795,5008,0
2021-04-12 09:14:48.583000+00:00,783,4998,0
2021-04-12 09:14:50.482000+00:00,787,4985,0
2021-04-12 09:14:52.403000+00:00,795,4961,0
2021-04-12 09:14:54.325000+00:00,795,5014,0
2021-04-12 09:14:56.242000+00:00,800,5026,0
2021-04-12 09:14:58.146000+00:00,774,5048,0
2021-04-12 09:15:00.040000+00:00,778,5037,0
2021-04-12 09:15:01.961000+00:00,791,5030,0
2021-04-12 09:15:03.882000+00:00,800,4971,0
2021-04-12 09:15:05.802000+00:00,795,5035,0
2021-04-12 09:15:07.703000+00:00,783,5000,0
2021-04-12 09:15:09.605000+00:00,778,5027,0
2021-04-12 09:15:11.541000+00:00,783,5025,0
2021-04-12 09:15:13.464000+00:00,795,4975,0
2021-04-12 09:15:15.384000+00:00,800,5045,0
2021-04-12 09:15:17.301000+00:00,774,5029,0
2021-04-12 09:15:19.203000+00:00,787,4967,0
2021-04-12 09:15:21.123000+00:00,787,4982,0
2021-04-12 09:15:23.044000+00:00,795,5003,0
2021-04-12 09:15:24.967000+00:00,791,5028,0
2021-04-12 09:15:26.885000+00:00,791,4966,0
2021-04-12 09:15:28.780000+00:00,783,4993,0
2021-04-12 09:15:30.682000+00:00,800,5020,0
2021-04-12 09:15:32.621000+00:00,795,5021,0
2021-04-12 09:15:34.563000+00:00,800,5002,0
2021-04-12 09:15:36.482000+00:00,800,5053,0
2021-04-12 09:15:38.379000+00:00,783,5035,0
2021-04-12 09:15:40.280000+00:00,800,5028,0
2021-04-12 09:15:42.205000+00:00,795,5017,0
2021-04-12 09:15:44.143000+00:00,807,4977,0
2021-04-12 09:15:46.041000+00:00,783,5045,0
2021-04-12 09:15:47.942000+00:00,783,5018,0
2021-04-12 09:15:49.839000+00:00,787,3844,0
2021-04-12 09:15:51.740000+00:00,803,-8,0
2021-04-12 09:15:53.641000+00:00,807,1,0
2021-04-12 09:15:55.564000+00:00,815,-2,0
2021-04-12 09:15:57.458000+00:00,778,2,0
2021-04-12 09:16:01.264000+00:00,811,-2,0
2021-04-12 09:16:05.101000+00:00,807,-1,0
2021-04-12 09:16:10.802000+00:00,803,-3,0
2021-04-12 09:16:14.640000+00:00,807,-1,0
2021-04-12 09:16:24.180000+00:00,807,-2,0
2021-04-12 09:16:26.077000+00:00,787,1,0
2021-04-12 09:16:27.979000+00:00,807,-1,0
2021-04-12 09:16:29.882000+00:00,803,1,0
2021-04-12 09:16:37.662000+00:00,800,-2,0
2021-04-12 09:16:41.464000+00:00,811,1,0
2021-04-12 09:16:43.399000+00:00,811,-3,0
2021-04-12 09:16:47.238000+00:00,787,2,0
2021-04-12 09:16:51.061000+00:00,803,-2,0
2021-04-12 09:16:52.984000+00:00,800,-1,0
2021-04-12 09:16:54.899000+00:00,807,1060,0
2021-04-12 09:16:56.821000+00:00,783,10374,0
2021-04-12 09:16:58.740000+00:00,795,10021,0
2021-04-12 09:17:00.659000+00:00,795,38,0
2021-04-12 09:17:02.580000+00:00,807,-1,0
2021-04-12 09:17:04.499000+00:00,811,-3,0
2021-04-12 09:17:15.958000+00:00,668,-2,0
2021-04-12 09:17:17.880000+00:00,791,-1,0
2021-04-12 09:17:19.798000+00:00,795,-2,0
2021-04-12 09:17:21.723000+00:00,778,1,0
2021-04-12 09:17:25.535000+00:00,701,-3,0
2021-04-12 09:17:31.318000+00:00,704,3,0
2021-04-12 09:17:33.238000+00:00,636,-1,0
2021-04-12 09:17:35.136000+00:00,553,6,0
2021-04-12 09:17:37.036000+00:00,803,1,0
2021-04-12 09:17:40.862000+00:00,864,-3,0
2021-04-12 09:17:42.783000+00:00,553,2,0
2021-04-12 09:17:45.575000+00:00,525,-2,0
2021-04-12 09:17:49.594000+00:00,783,10253,0
2021-04-12 09:17:51.514000+00:00,791,10039,0
2021-04-12 09:17:53.418000+00:00,758,10027,0
2021-04-12 09:17:55.317000+00:00,770,10024,0
2021-04-12 09:17:57.241000+00:00,770,10026,0
2021-04-12 09:17:59.156000+00:00,774,9980,0
2021-04-12 09:18:01.081000+00:00,783,10029,0
2021-04-12 09:18:02.998000+00:00,791,9990,0
2021-04-12 09:18:04.893000+00:00,763,9998,0
2021-04-12 09:18:06.812000+00:00,778,10025,0
2021-04-12 09:18:08.734000+00:00,778,10006,0
2021-04-12 09:18:10.654000+00:00,778,10029,0
2021-04-12 09:18:12.556000+00:00,763,10010,0
2021-04-12 09:18:14.477000+00:00,767,10026,0
2021-04-12 09:18:16.377000+00:00,767,10021,0
2021-04-12 09:18:18.298000+00:00,774,9992,0
2021-04-12 09:18:20.215000+00:00,778,10016,0
2021-04-12 09:18:22.139000+00:00,791,10018,0
2021-04-12 09:18:24.073000+00:00,758,10001,0
2021-04-12 09:18:25.979000+00:00,770,10025,0
2021-04-12 09:18:27.915000+00:00,774,10000,0
2021-04-12 09:18:29.853000+00:00,795,10007,0
2021-04-12 09:18:31.773000+00:00,807,10019,0
2021-04-12 09:18:33.675000+00:00,774,10025,0
2021-04-12 09:18:35.575000+00:00,770,9984,0
2021-04-12 09:18:37.497000+00:00,767,10019,0
2021-04-12 09:18:39.416000+00:00,778,10007,0
2021-04-12 09:18:41.334000+00:00,800,9984,0
2021-04-12 09:18:43.256000+00:00,803,9980,0
2021-04-12 09:18:45.154000+00:00,763,9991,0
2021-04-12 09:18:47.072000+00:00,778,10013,0
2021-04-12 09:18:48.993000+00:00,800,10031,0
2021-04-12 09:18:50.911000+00:00,803,9996,0
2021-04-12 09:18:52.814000+00:00,763,10024,0
2021-04-12 09:18:54.736000+00:00,778,10031,0
2021-04-12 09:18:56.652000+00:00,787,10028,0
2021-04-12 09:18:58.573000+00:00,795,9982,0
2021-04-12 09:19:00.515000+00:00,778,9970,0
2021-04-12 09:19:02.413000+00:00,763,9982,0
2021-04-12 09:19:04.319000+00:00,767,10017,0
2021-04-12 09:19:06.234000+00:00,763,10019,0
2021-04-12 09:19:08.172000+00:00,774,10015,0
2021-04-12 09:19:10.152000+00:00,783,9964,0
2021-04-12 09:19:12.077000+00:00,803,10022,0
2021-04-12 09:19:13.992000+00:00,811,10025,0
2021-04-12 09:19:15.896000+00:00,774,9999,0
2021-04-12 09:19:17.815000+00:00,783,9979,0
2021-04-12 09:19:19.734000+00:00,800,10007,0
2021-04-12 09:19:21.653000+00:00,807,10030,0
2021-04-12 09:19:23.550000+00:00,763,10024,0
2021-04-12 09:19:25.494000+00:00,783,9981,0
2021-04-12 09:19:27.432000+00:00,795,9995,0
2021-04-12 09:19:29.351000+00:00,791,9972,0
2021-04-12 09:19:31.273000+00:00,815,9982,0
2021-04-12 09:19:33.192000+00:00,815,9997,0
2021-04-12 09:19:35.094000+00:00,791,9971,0
2021-04-12 09:19:37.013000+00:00,815,9991,0
2021-04-12 09:19:38.933000+00:00,795,10013,0
2021-04-12 09:19:40.857000+00:00,824,9983,0
2021-04-12 09:19:42.755000+00:00,758,10012,0
2021-04-12 09:19:44.669000+00:00,783,10028,0
2021-04-12 09:19:46.592000+00:00,795,2805,0
2021-04-12 09:19:48.509000+00:00,800,-8,0
2021-04-12 09:19:50.411000+00:00,783,4,0
2021-04-12 09:19:54.213000+00:00,680,-17,0
2021-04-12 09:19:56.110000+00:00,553,4,0
2021-04-12 09:19:58.031000+00:00,795,-1,0
2021-04-12 09:20:01.851000+00:00,791,3,0
2021-04-12 09:20:03.749000+00:00,807,-1,0
2021-04-12 09:20:05.652000+00:00,807,3,0
2021-04-12 09:20:13.271000+00:00,791,1,0
2021-04-12 09:20:15.171000+00:00,807,1,0
2021-04-12 09:20:17.092000+00:00,820,1,0
2021-04-12 09:20:20.932000+00:00,778,2,0
2021-04-12 09:20:24.808000+00:00,795,-1,0
2021-04-12 09:20:30.551000+00:00,795,3,0
2021-04-12 09:20:34.349000+00:00,791,-1,0
2021-04-12 09:20:38.174000+00:00,815,1,0
2021-04-12 09:20:40.070000+00:00,778,2,0
2021-04-12 09:20:41.968000+00:00,791,3,0
2021-04-12 09:20:43.868000+00:00,815,-1,0
2021-04-12 09:20:45.790000+00:00,741,16118,0
2021-04-12 09:20:47.709000+00:00,754,15154,0
2021-04-12 09:20:49.610000+00:00,730,15008,0
2021-04-12 09:20:51.530000+00:00,737,14999,0
2021-04-12 09:20:53.450000+00:00,741,14994,0
2021-04-12 09:20:55.369000+00:00,746,15006,0
2021-04-12 09:20:57.290000+00:00,754,14985,0
2021-04-12 09:20:59.214000+00:00,754,14991,0
2021-04-12 09:21:01.130000+00:00,734,15019,0
2021-04-12 09:21:03.049000+00:00,758,15001,0
2021-04-12 09:21:05.108000+00:00,758,14984,0
2021-04-12 09:21:07.028000+00:00,746,15003,0
2021-04-12 09:21:08.929000+00:00,750,14987,0
2021-04-12 09:21:10.826000+00:00,754,14997,0
2021-04-12 09:21:12.750000+00:00,758,15012,0
2021-04-12 09:21:14.667000+00:00,754,14992,0
2021-04-12 09:21:16.587000+00:00,758,14991,0
2021-04-12 09:21:18.489000+00:00,741,14996,0
2021-04-12 09:21:20.392000+00:00,750,14996,0
2021-04-12 09:21:22.314000+00:00,754,14989,0
2021-04-12 09:21:24.229000+00:00,754,14996,0
2021-04-12 09:21:26.149000+00:00,758,15018,0
2021-04-12 09:21:28.069000+00:00,767,15011,0
2021-04-12 09:21:29.966000+00:00,750,14986,0
2021-04-12 09:21:31.888000+00:00,746,15006,0
2021-04-12 09:21:34.167000+00:00,750,15005,0
2021-04-12 09:21:36.169000+00:00,783,14996,0
2021-04-12 09:21:38.093000+00:00,820,15008,0
2021-04-12 09:21:39.986000+00:00,774,14990,0
2021-04-12 09:21:41.905000+00:00,754,14998,0
2021-04-12 09:21:43.825000+00:00,758,15000,0
2021-04-12 09:21:45.846000+00:00,763,15017,0
2021-04-12 09:21:47.766000+00:00,734,15013,0
2021-04-12 09:21:49.669000+00:00,741,15012,0
2021-04-12 09:21:51.564000+00:00,754,14988,0
2021-04-12 09:21:53.845000+00:00,750,15010,0
2021-04-12 09:21:55.848000+00:00,767,14981,0
2021-04-12 09:21:57.789000+00:00,767,15000,0
2021-04-12 09:21:59.689000+00:00,737,15012,0
2021-04-12 09:22:01.612000+00:00,737,14992,0
2021-04-12 09:22:03.528000+00:00,767,14981,0
2021-04-12 09:22:05.447000+00:00,767,15001,0
2021-04-12 09:22:07.368000+00:00,746,15016,0
2021-04-12 09:22:09.287000+00:00,750,14995,0
2021-04-12 09:22:11.187000+00:00,737,14980,0
2021-04-12 09:22:13.109000+00:00,741,15006,0
2021-04-12 09:22:15.024000+00:00,746,15015,0
2021-04-12 09:22:16.945000+00:00,746,14994,0
2021-04-12 09:22:18.846000+00:00,750,15006,0
2021-04-12 09:22:20.747000+00:00,754,15011,0
2021-04-12 09:22:22.667000+00:00,758,14987,0
2021-04-12 09:22:24.589000+00:00,763,14986,0
2021-04-12 09:22:26.507000+00:00,767,15006,0
2021-04-12 09:22:28.427000+00:00,770,15014,0
2021-04-12 09:22:30.348000+00:00,754,15003,0
2021-04-12 09:22:32.267000+00:00,754,14987,0
2021-04-12 09:22:34.188000+00:00,758,14998,0
2021-04-12 09:22:36.109000+00:00,770,15018,0
2021-04-12 09:22:38.027000+00:00,770,14999,0
2021-04-12 09:22:39.926000+00:00,746,14983,0
2021-04-12 09:22:41.844000+00:00,767,14997,0
2021-04-12 09:22:43.764000+00:00,754,15008,0
2021-04-12 09:22:45.683000+00:00,800,3423,0
2021-04-12 09:22:49.509000+00:00,758,6,0
2021-04-12 09:22:51.410000+00:00,1115,3,0
2021-04-12 09:22:53.326000+00:00,1266,-8,0
2021-04-12 09:22:55.246000+00:00,857,-2,0
2021-04-12 09:22:57.167000+00:00,831,-1,0
2021-04-12 09:22:59.066000+00:00,807,2,0
2021-04-12 09:23:00.965000+00:00,807,1,0
2021-04-12 09:23:04.785000+00:00,815,1,0
2021-04-12 09:23:06.710000+00:00,852,1,0
2021-04-12 09:23:08.602000+00:00,824,1,0
2021-04-12 09:23:14.484000+00:00,831,2,0
2021-04-12 09:23:16.384000+00:00,815,1,0
2021-04-12 09:23:18.285000+00:00,820,1,0
2021-04-12 09:23:23.985000+00:00,873,1,0
2021-04-12 09:23:27.805000+00:00,836,1,0
2021-04-12 09:23:29.705000+00:00,828,-1,0
2021-04-12 09:23:39.261000+00:00,800,-4,0
2021-04-12 09:23:41.168000+00:00,820,1,0
2021-04-12 09:23:43.083000+00:00,730,21346,0
2021-04-12 09:23:45.003000+00:00,717,20201,0
2021-04-12 09:23:46.904000+00:00,701,20038,0
2021-04-12 09:23:48.804000+00:00,697,20011,0
2021-04-12 09:23:50.720000+00:00,717,20001,0
2021-04-12 09:23:52.644000+00:00,713,19996,0
2021-04-12 09:23:54.561000+00:00,713,20003,0
2021-04-12 09:23:56.463000+00:00,701,20008,0
2021-04-12 09:23:58.364000+00:00,693,20001,0
2021-04-12 09:24:00.284000+00:00,704,19989,0
2021-04-12 09:24:02.204000+00:00,704,19979,0
2021-04-12 09:24:04.127000+00:00,709,20003,0
2021-04-12 09:24:06.046000+00:00,717,19997,0
2021-04-12 09:24:07.942000+00:00,693,20000,0
2021-04-12 09:24:09.861000+00:00,701,20006,0
2021-04-12 09:24:11.807000+00:00,713,19983,0
2021-04-12 09:24:13.782000+00:00,709,20004,0
2021-04-12 09:24:15.706000+00:00,704,19991,0
2021-04-12 09:24:17.600000+00:00,689,19998,0
2021-04-12 09:24:19.521000+00:00,704,19999,0
2021-04-12 09:24:21.441000+00:00,701,20004,0
2021-04-12 09:24:23.362000+00:00,709,20004,0
2021-04-12 09:24:25.262000+00:00,693,20005,0
2021-04-12 09:24:27.164000+00:00,697,19999,0
2021-04-12 09:24:29.083000+00:00,697,20007,0
2021-04-12 09:24:31.007000+00:00,701,19994,0
2021-04-12 09:24:32.923000+00:00,717,19999,0
2021-04-12 09:24:34.843000+00:00,717,19999,0
2021-04-12 09:24:36.741000+00:00,689,20004,0
2021-04-12 09:24:38.660000+00:00,709,20017,0
2021-04-12 09:24:40.580000+00:00,713,20011,0
2021-04-12 09:24:42.500000+00:00,709,20008,0
2021-04-12 09:24:44.403000+00:00,693,20000,0
2021-04-12 09:24:46.423000+00:00,701,20008,0
2021-04-12 09:24:48.347000+00:00,693,19983,0
2021-04-12 09:24:50.262000+00:00,730,20009,0
2021-04-12 09:24:52.182000+00:00,730,20006,0
2021-04-12 09:24:54.102000+00:00,730,19997,0
2021-04-12 09:24:56.001000+00:00,693,20006,0
2021-04-12 09:24:57.918000+00:00,704,19995,0
2021-04-12 09:24:59.840000+00:00,713,19993,0
2021-04-12 09:25:01.759000+00:00,726,20010,0
2021-04-12 09:25:03.660000+00:00,697,19995,0
2021-04-12 09:25:05.659000+00:00,704,20003,0
2021-04-12 09:25:07.601000+00:00,701,19993,0
2021-04-12 09:25:09.521000+00:00,709,19997,0
2021-04-12 09:25:11.442000+00:00,717,19991,0
2021-04-12 09:25:13.361000+00:00,717,20003,0
2021-04-12 09:25:15.258000+00:00,684,20000,0
2021-04-12 09:25:17.179000+00:00,701,20003,0
2021-04-12 09:25:19.098000+00:00,704,20005,0
2021-04-12 09:25:21.018000+00:00,717,20012,0
2021-04-12 09:25:22.939000+00:00,717,20015,0
2021-04-12 09:25:24.839000+00:00,689,20001,0
2021-04-12 09:25:26.741000+00:00,697,19995,0
2021-04-12 09:25:28.660000+00:00,693,20003,0
2021-04-12 09:25:30.585000+00:00,701,19995,0
2021-04-12 09:25:32.500000+00:00,704,19996,0
2021-04-12 09:25:34.425000+00:00,717,20002,0
2021-04-12 09:25:36.340000+00:00,704,20009,0
2021-04-12 09:25:38.261000+00:00,697,20001,0
2021-04-12 09:25:40.180000+00:00,704,20004,0
2021-04-12 09:25:42.119000+00:00,717,20004,0
2021-04-12 09:25:44.023000+00:00,770,4316,0
2021-04-12 09:25:45.919000+00:00,778,25,0
2021-04-12 09:25:49.802000+00:00,836,47,0
2021-04-12 09:25:51.737000+00:00,615,-2,0
2021-04-12 09:25:53.638000+00:00,774,5,0
2021-04-12 09:25:55.540000+00:00,967,-3,0
2021-04-12 09:25:57.460000+00:00,783,1,0
2021-04-12 09:25:59.358000+00:00,800,-1,0
2021-04-12 09:26:01.279000+00:00,643,27164,0
2021-04-12 09:26:03.180000+00:00,631,25355,0
2021-04-12 09:26:05.081000+00:00,636,25084,0
2021-04-12 09:26:07.004000+00:00,636,25016,0
2021-04-12 09:26:08.921000+00:00,636,24997,0
2021-04-12 09:26:10.844000+00:00,647,24999,0
2021-04-12 09:26:12.759000+00:00,656,24997,0
2021-04-12 09:26:14.659000+00:00,631,24992,0
2021-04-12 09:26:16.576000+00:00,647,24991,0
2021-04-12 09:26:18.497000+00:00,647,25014,0
2021-04-12 09:26:20.416000+00:00,652,24983,0
2021-04-12 09:26:22.318000+00:00,631,25028,0
2021-04-12 09:26:24.219000+00:00,631,25000,0
2021-04-12 09:26:26.138000+00:00,643,24995,0
2021-04-12 09:26:28.063000+00:00,652,25027,0
2021-04-12 09:26:29.979000+00:00,647,25023,0
2021-04-12 09:26:31.899000+00:00,652,24990,0
2021-04-12 09:26:33.795000+00:00,631,24995,0
2021-04-12 09:26:35.716000+00:00,636,25000,0
2021-04-12 09:26:37.639000+00:00,643,24999,0
2021-04-12 09:26:39.555000+00:00,652,24986,0
2021-04-12 09:26:41.460000+00:00,631,25013,0
2021-04-12 09:26:43.377000+00:00,640,24991,0
2021-04-12 09:26:45.279000+00:00,636,24989,0
2021-04-12 09:26:47.219000+00:00,647,25005,0
2021-04-12 09:26:49.141000+00:00,656,24991,0
2021-04-12 09:26:51.058000+00:00,676,24977,0
2021-04-12 09:26:52.959000+00:00,660,24992,0
2021-04-12 09:26:54.878000+00:00,636,24995,0
2021-04-12 09:26:56.800000+00:00,643,24984,0
2021-04-12 09:26:58.739000+00:00,640,24999,0
2021-04-12 09:27:00.660000+00:00,652,25007,0
2021-04-12 09:27:02.558000+00:00,636,25009,0
2021-04-12 09:27:04.482000+00:00,631,24991,0
2021-04-12 09:27:06.435000+00:00,640,25002,0
2021-04-12 09:27:08.354000+00:00,640,24991,0
2021-04-12 09:27:10.258000+00:00,627,25015,0
2021-04-12 09:27:12.156000+00:00,627,24985,0
2021-04-12 09:27:14.076000+00:00,640,25003,0
2021-04-12 09:27:15.997000+00:00,643,25007,0
2021-04-12 09:27:17.921000+00:00,647,25001,0
2021-04-12 09:27:19.839000+00:00,647,24995,0
2021-04-12 09:27:21.738000+00:00,631,25000,0
2021-04-12 09:27:23.658000+00:00,640,25004,0
2021-04-12 09:27:25.577000+00:00,643,25000,0
2021-04-12 09:27:27.495000+00:00,652,25004,0
2021-04-12 09:27:29.396000+00:00,627,25000,0
2021-04-12 09:27:31.296000+00:00,627,24994,0
2021-04-12 09:27:33.234000+00:00,636,24980,0
2021-04-12 09:27:35.154000+00:00,647,25005,0
2021-04-12 09:27:37.075000+00:00,652,24997,0
2021-04-12 09:27:38.994000+00:00,652,24988,0
2021-04-12 09:27:40.897000+00:00,623,25005,0
2021-04-12 09:27:42.819000+00:00,767,8208,0
2021-04-12 09:27:44.715000+00:00,778,91,0
2021-04-12 09:27:46.636000+00:00,623,-9,0
2021-04-12 09:27:48.553000+00:00,885,-2,0
2021-04-12 09:27:54.276000+00:00,562,31082,0
2021-04-12 09:27:56.199000+00:00,586,30211,0
2021-04-12 09:27:58.119000+00:00,586,30006,0
2021-04-12 09:28:00.039000+00:00,594,29977,0
2021-04-12 09:28:01.955000+00:00,557,30005,0
2021-04-12 09:28:03.934000+00:00,570,30006,0
2021-04-12 09:28:05.855000+00:00,582,30009,0
2021-04-12 09:28:07.775000+00:00,590,29996,0
2021-04-12 09:28:09.756000+00:00,590,29971,0
2021-04-12 09:28:11.652000+00:00,574,30015,0
2021-04-12 09:28:13.574000+00:00,586,30035,0
2021-04-12 09:28:15.492000+00:00,586,30001,0
2021-04-12 09:28:17.413000+00:00,590,30019,0
2021-04-12 09:28:19.314000+00:00,562,29985,0
2021-04-12 09:28:21.216000+00:00,562,30031,0
2021-04-12 09:28:23.134000+00:00,574,30040,0
